	auc	binaryaccuracy	precision	recall	seed
0	0.5595238208770752	0.7058823704719543	0.25	0.3333333432674408	42
1	0.5333333015441895	0.5882353186607361	0.3333333432674408	0.4000000059604645	42
2	0.574999988079071	0.6470588445663452	0.4000000059604645	0.4000000059604645	42
3	0.3461538553237915	0.529411792755127	0.0	0.0	42
4	0.6442307829856873	0.5882353186607361	0.3333333432674408	0.75	42
5	0.4333333373069763	0.7647058963775635	0.0	0.0	42
6	0.3916666805744171	0.47058823704719543	0.1666666716337204	0.20000000298023224	42
7	0.5681818127632141	0.5882353186607361	0.4285714328289032	0.5	42
8	0.7115384936332703	0.8235294222831726	0.6666666865348816	0.5	42
9	0.7833333611488342	0.8125	0.800000011920929	0.6666666865348816	42
10	0.5583333373069763	0.7058823704719543	0.5	0.20000000298023224	135
11	0.6442307829856873	0.5882353186607361	0.3333333432674408	0.75	135
12	0.523809552192688	0.6470588445663452	0.20000000298023224	0.3333333432674408	135
13	0.6904762387275696	0.7058823704719543	0.3333333432674408	0.6666666865348816	135
14	0.6357142329216003	0.6470588445663452	0.5714285969734192	0.5714285969734192	135
15	0.6346153616905212	0.7058823704719543	0.4000000059604645	0.5	135
16	0.6590909361839294	0.7058823704719543	0.6000000238418579	0.5	135
17	0.432692289352417	0.529411792755127	0.1666666716337204	0.25	135
18	0.7115384936332703	0.8235294222831726	0.6666666865348816	0.5	135
19	0.7083333134651184	0.6875	0.4285714328289032	0.75	135
20	0.8666666746139526	0.7647058963775635	0.3333333432674408	1.0	23
21	0.4000000059604645	0.7058823704719543	0.0	0.0	23
22	0.4848484992980957	0.529411792755127	0.3333333432674408	0.3333333432674408	23
23	0.5303030610084534	0.5882353186607361	0.4000000059604645	0.3333333432674408	23
24	0.6166666746139526	0.7058823704719543	0.5	0.4000000059604645	23
25	0.509615421295166	0.6470588445663452	0.25	0.25	23
26	0.45454543828964233	0.5882353186607361	0.0	0.0	23
27	0.6904762387275696	0.7058823704719543	0.3333333432674408	0.6666666865348816	23
28	0.6458333134651184	0.6470588445663452	0.625	0.625	23
29	0.4285714328289032	0.75	0.0	0.0	23
30	0.6190476417541504	0.5882353186607361	0.25	0.6666666865348816	7
31	0.550000011920929	0.5882353186607361	0.1428571492433548	0.5	7
32	0.6666666865348816	0.7647058963775635	1.0	0.3333333432674408	7
33	0.6642857193946838	0.7058823704719543	0.75	0.4285714328289032	7
34	0.42307692766189575	0.6470588445663452	0.0	0.0	7
35	0.4711538553237915	0.5882353186607361	0.20000000298023224	0.25	7
36	0.44999998807907104	0.47058823704719543	0.25	0.4000000059604645	7
37	0.6904762387275696	0.7058823704719543	0.3333333432674408	0.6666666865348816	7
38	0.6142857670783997	0.6470588445663452	0.6000000238418579	0.4285714328289032	7
39	0.6794872283935547	0.6875	0.3333333432674408	0.6666666865348816	7
40	0.5378787517547607	0.6470588445663452	0.5	0.1666666716337204	49
41	0.7857142686843872	0.6470588445663452	0.3333333432674408	1.0	49
42	0.90625	0.8235294222831726	0.25	1.0	49
43	0.7666666507720947	0.5882353186607361	0.2222222238779068	1.0	49
44	0.7115384936332703	0.8235294222831726	0.6666666865348816	0.5	49
45	0.7583333253860474	0.8235294222831726	0.75	0.6000000238418579	49
46	0.5984848737716675	0.529411792755127	0.800000011920929	0.3636363744735718	49
47	0.3461538553237915	0.529411792755127	0.0	0.0	49
48	0.550000011920929	0.5882353186607361	0.1428571492433548	0.5	49
49	0.5666667222976685	0.625	0.5	0.3333333432674408	49
50	0.5214285850524902	0.5882353186607361	0.5	0.1428571492433548	1991
51	0.557692289352417	0.5882353186607361	0.2857142984867096	0.5	1991
52	0.36666667461395264	0.6470588445663452	0.0	0.0	1991
53	0.8928571343421936	0.8235294222831726	0.5	1.0	1991
54	0.6833333373069763	0.8235294222831726	0.3333333432674408	0.5	1991
55	0.6515151858329773	0.6470588445663452	0.5	0.6666666865348816	1991
56	0.5428571701049805	0.5882353186607361	0.5	0.2857142984867096	1991
57	0.8583333492279053	0.8823529481887817	0.800000011920929	0.800000011920929	1991
58	0.8125	0.6470588445663452	0.1428571492433548	1.0	1991
59	0.6587302088737488	0.6875	0.75	0.4285714328289032	1991
60	0.49242424964904785	0.5882353186607361	0.3333333432674408	0.1666666716337204	1970
61	0.574999988079071	0.6470588445663452	0.4000000059604645	0.4000000059604645	1970
62	0.5428571701049805	0.5882353186607361	0.5	0.2857142984867096	1970
63	0.875	0.7647058963775635	0.20000000298023224	1.0	1970
64	0.6309524178504944	0.8235294222831726	0.5	0.3333333432674408	1970
65	0.5642856955528259	0.5882353186607361	0.5	0.4285714328289032	1970
66	0.43939393758773804	0.47058823704719543	0.2857142984867096	0.3333333432674408	1970
67	0.4750000238418579	0.5882353186607361	0.25	0.20000000298023224	1970
68	0.375	0.7058823704719543	0.0	0.0	1970
69	0.6794872283935547	0.6875	0.3333333432674408	0.6666666865348816	1970
70	0.5961538553237915	0.6470588445663452	0.3333333432674408	0.5	30
71	0.6916667222976685	0.6470588445663452	0.4444444477558136	0.800000011920929	30
72	0.5069444179534912	0.529411792755127	0.5	0.125	30
73	0.3571428656578064	0.5882353186607361	0.0	0.0	30
74	0.5595238208770752	0.7058823704719543	0.25	0.3333333432674408	30
75	0.4000000059604645	0.7058823704719543	0.0	0.0	30
76	0.761904776096344	0.8235294222831726	0.5	0.6666666865348816	30
